T_idx,T,P_max,S_ref,S_euler,error,improvement,computation_time
53,112.3735887112966,100,0.4308157995145231,0.3361206274057656,0.0946951721087575,78.00888280176764,0.0
54,112.6166170956443,100,0.3192252708544237,0.2679651144844028,0.0512601563700208,83.92684358006242,0.0
55,112.86017107320556,100,0.207309665622023,0.2210414368694131,0.0137317712473901,93.40641523360291,0.0
56,113.10425178067138,100,0.0950680996757138,0.1513541268268579,0.0562860271511441,40.89211859215078,0.0
57,113.34886035719146,100,-0.0175003134301032,-0.0019327008990134,0.0155676125310897,11.08085160725681,0.0
58,113.59399794437871,100,-0.1303964624504568,-0.2111880551295077,0.0807915926790509,37.96903462054973,0.0
59,113.83966568631544,100,-0.2436212384560343,-0.3399079648197688,0.0962867263637345,60.44350541017567,0.0
60,114.08586472955774,100,-0.3571755348386566,-0.2500588614074707,0.1071166734311858,70.02147081625198,0.0
61,114.33259622314176,100,0.5289397526825063,0.0543096746553714,0.4746300780271348,10.266522722429942,0.0
62,114.57986131858856,100,0.4147237260552135,0.3928637050334857,0.0218600210217277,94.71579804396826,0.0
63,114.82766116990932,100,0.3001754848883643,0.5372748072974167,0.2370993224090524,21.047525078502215,0.0
64,115.07599693361138,100,0.1852941264457729,0.3976635266411529,0.21236940019538,-14.545327592192086,0.0
65,115.32486976870278,100,0.070078745640604,0.0974626314554208,0.0273838858148168,61.03814527046397,0.0
66,115.5742808366986,100,-0.0454715649709505,-0.1340299089147868,0.0885583439438363,-95.1278432677113,0.0
67,115.82423130162547,100,-0.1613577151952474,-0.151610719837058,0.0097469953581893,93.99273839478704,0.0
68,116.07472233002775,100,-0.2775806172075079,0.0063200846154607,0.2839007018229686,-2.2773152303953066,0.0
69,116.32575509097268,100,0.6058588144423376,0.1858278958351667,0.4200309186071709,30.66892941057277,0.0
70,116.57733075605547,100,0.4889596628237956,0.2665806667624734,0.2223789960613222,54.51362904352701,0.0
71,116.8294504994056,100,0.3717210086194392,0.2418601853393783,0.1298608232800608,65.05504212232881,0.0
72,117.0821154976913,100,0.2541419301192854,0.1722597550909094,0.0818821750283759,67.76582389160558,0.0
73,117.3353269301261,100,0.1362215032143132,0.0943594681408723,0.0418620350734408,69.2404158326074,0.0
74,117.58908597847328,100,0.0179588013908301,-0.0028611311569282,0.0208199325477583,-15.881764654626544,0.0
75,117.84339382705228,100,-0.100647104275964,-0.1206903683404663,0.0200432640645023,80.01851893488109,0.0
76,118.0982516627438,100,-0.2195971451279403,-0.2037339878045952,0.015863157323345,92.79997559584568,0.0
77,118.35366067499508,100,-0.3388922549299658,-0.1784487922587255,0.1604434626712402,52.66520510463748,0.0
78,118.6096220558262,100,-0.4585333698764223,-0.038674268983382,0.4198591008930402,8.435369757909292,0.0
79,118.86613699983477,100,0.421478571403101,0.1282793440679525,0.2931992273351485,30.431527287737893,0.0
80,119.1232067042023,100,0.3011426278372031,0.2155626197321231,0.0855800081050799,71.56833950092411,0.0
81,119.3808323686991,100,0.1804578559069468,0.1895676258140289,0.0091097699070821,94.98418362006808,0.0
82,119.63901519569048,100,0.0594233096392808,0.0952657859823779,0.0358424763430971,39.832202227298765,0.0
83,119.89775639014204,100,-0.0619619593989763,-0.0235899617184889,0.0383719976804873,38.10569906521305,0.0
84,120.15705715962508,100,-0.1836989021072139,-0.1778922991687652,0.0058066029384486,96.86816784883298,0.0
85,120.4169187143229,100,-0.3057884718576378,-0.3826975493922033,0.0769090775345655,74.82638522819168,0.0
86,120.67734226703556,100,-0.4282316245010537,-0.5699522026177212,0.1417205781166675,66.88854403895749,0.0
87,120.93832903318658,100,-0.5510293183736225,-0.6025305381084033,0.0515012197347808,90.64275120798632,0.0
88,121.19988023082747,100,-0.6741825143026425,-0.4147148033170776,0.2594677109855648,61.51872150987923,0.0
89,121.46199708064444,100,0.2023078243867417,-0.1278503768211667,0.3301582012079084,-63.17891228670701,0.0
90,121.7246808059636,100,0.0784407318653971,0.0234268963306828,0.0550138355347142,29.845000690516997,0.0
91,121.9879326327564,100,-0.0457847602059436,-0.0823880350890857,0.0366032748831421,19.839673528464523,0.0
92,122.25175378964614,100,-0.1703696226834344,-0.3095305516291746,0.1391609289457402,18.260362111844923,0.0
93,122.5161455079128,100,-0.2953148289460055,-0.3829114809462041,0.0875966520001986,70.31410582064795,0.0
94,122.78110902149965,100,-0.4206213549021894,-0.1679981614677117,0.2526231934344776,39.94560294434952,0.0
95,123.04664556701812,100,0.4537098210039427,0.184154153132331,0.2695556678716116,40.583710646030134,0.0
96,123.31275638375443,100,0.3276777177859821,0.3943201990784726,0.0666424812924905,79.68193339333307,0.0
97,123.57944271367502,100,0.2012813519089037,0.3511895454108999,0.1499081935019962,25.569562323163535,0.0
98,123.8467058014318,100,0.0745197372828796,0.2210474514761784,0.1465277141932988,-96.41641361738247,0.0
99,124.1145468943691,100,-0.0526081147436789,0.2494816759867998,0.3020897907304787,-474.7087319910638,0.0
100,124.3829672425283,100,0.819896804609968,0.4789864106925645,0.3409103939174035,58.41653037455525,0.0
101,124.65196809865472,100,0.692033501549884,0.6993369461664141,0.00730344461653,98.9524080391286,0.0
102,124.9215507182025,100,0.5638009797014453,0.6805518575686142,0.1167508778671689,79.30354679033884,0.0
103,125.19171635934129,100,0.4351982401024093,0.4198320659939256,0.0153661741084836,96.45741486025724,0.0
104,125.46246628296171,100,0.3062242811965601,0.1289767590421636,0.1772475221543964,42.11112853557451,0.0
105,125.73380175268105,100,0.1768780988273377,-0.007008908435452,0.1838870072627897,-3.9613830996193062,0.0
106,126.00572403484972,100,0.0471586862308677,-0.0159113770075418,0.0630700632384095,-33.70246545797037,0.0
107,126.27823439855648,100,-0.0829349659701512,-0.0673303035696498,0.0156046624005013,81.23589812412065,0.0
108,126.5513341156352,100,-0.2134038697735203,-0.2465420217165518,0.0331381519430315,84.44325051282699,0.0
109,126.82502446066977,100,-0.3442490398036731,-0.4404377074098678,0.0961886676061947,72.03897025815431,0.0
110,127.09930671100102,100,-0.475471493318728,-0.4571530983130875,0.0183183950056405,96.15787185225024,0.0
111,127.37418214673224,100,-0.6070722502169401,-0.2365698801619056,0.3705023700550345,38.972324996254045,0.0
112,127.64965205073486,100,0.2609476669567964,0.0737740075583486,0.1871736593984477,28.26594469401089,0.0
113,127.92571770865516,100,0.1285872330038709,0.2426530565332322,0.1140658235293613,11.369085875072802,0.0
114,128.20238040891942,100,-0.0041545799342736,0.1465752352687816,0.1507298152030552,-3572.5195386695427,0.0
115,128.4796414427409,100,-0.1372788023833284,-0.1400745005615186,0.0027956981781902,97.92510999171338,0.0
116,129.03596368987516,100,-0.4046786112909505,-0.4806871860985893,0.0760085748076388,81.20245901388645,0.0
117,129.31502749960077,100,-0.5389562721958652,-0.3191537604432758,0.2198025117525893,59.22263961209829,0.0
118,129.5946948357205,100,0.3263795084824369,-0.070521787913102,0.3969012963955389,-21.603909302727253,0.0
119,129.8749670034706,100,0.1913276867825605,0.0591550464983888,0.1321726402841716,30.909935059544864,0.0
120,130.15584531090948,100,0.05588721603586,-0.0223935996359231,0.0782808156717831,-40.03277387252368,0.0
121,130.4373310689251,100,-0.0799429531409266,-0.2039053054692483,0.1239623523283217,-55.2258268421472,0.0
122,130.71942559123983,100,-0.2161638728519707,-0.2659033679325829,0.0497394950806122,76.96103753955948,0.0
123,131.00213019441767,100,-0.3527765979296844,-0.0889203576024799,0.2638562403272044,25.20947235424772,0.0
124,131.5693749238609,100,0.3728183028039345,0.4505783353961456,0.077760032592211,79.15898317529623,0.0
125,131.85391769751516,100,0.2350238052483533,0.4322352339186391,0.1972114286702858,16.12809107434308,0.0
126,132.13907584682252,100,0.0968332555785105,0.2109235663040237,0.1140903107255132,-17.708582343526757,0.0
127,132.42485070264522,100,-0.0417544147817452,-0.0518463053814995,0.0100918905997543,75.6812636209896,0.0
128,132.71124359872374,100,-0.180740277178155,-0.2159970220083061,0.0352567448301511,80.46009525661988,0.0
129,132.99825587168257,100,-0.3201254057327825,-0.2358100843972909,0.0843153213354915,73.67325888051732,0.0
130,133.57414390920067,100,0.3999022282693703,-0.0112528319925116,0.4111550602618819,-2.8135465051489374,0.0
131,133.86302236148802,100,0.2593128286358703,0.0800266399504305,0.1792861886854397,30.85514702612706,0.0
132,134.15252556612438,100,0.1183198384495141,0.0989055235751098,0.0194143148744042,83.55675665589621,0.0
133,134.44265487425088,100,-0.0230778304001114,0.108070166964056,0.1311479973641674,-469.2886852491767,0.0
134,135.02479722015465,100,0.6929084293684655,0.4092377497747258,0.2836706795937397,59.05668453468471,0.0
135,135.31681297484957,100,0.5502901676435475,0.553490121337119,0.0031999536935714,99.4274536878552,0.0
136,135.60946026688225,100,0.4072628465550151,0.486217574678781,0.0789547281237659,80.62765749919065,0.0
137,136.19665492917414,100,0.119976614330094,0.033700716668889,0.086275897661205,28.07800965788906,0.0
138,136.49120503993046,100,-0.0242845099280167,-0.0154902737083902,0.0087942362196265,63.91451531431258,0.0
139,136.78639216903213,100,-0.1689591198078643,-0.0209626643562055,0.1479964554516587,12.410505605619203,0.0
140,137.37868299592392,100,-0.4595532542629352,-0.4539815433989236,0.0055717108640115,98.79795876836842,0.0
141,137.67578945799562,100,-0.6054750149690488,-0.5924677532686486,0.0130072617004001,97.85951111806553,0.0
142,137.9735384669887,100,-0.7518147335732377,-0.4266333196335185,0.3251814139397191,56.75076277732959,0.0
143,138.57096968724338,100,-0.0457525486435405,-0.055220331438572,0.0094677827950315,79.18017067395688,0.0
144,138.87065468677756,100,-0.1933529044824874,-0.2667915890613575,0.0734386845788701,61.98423225006838,0.0
145,139.4719704579677,100,-0.4898221831425762,-0.4386817520790198,0.0511404310635563,89.56808289366327,0.0
146,139.77360403602552,100,0.3613066170781928,-0.1469969782937875,0.5083035953719803,-40.67948695238165,0.0
147,140.0758899517189,100,0.2120095207832827,0.0809741602794887,0.1310353605037939,38.185116580900946,0.0
148,140.6824244422592,100,-0.0878669477423616,0.0027216079966738,0.0905885557390354,-3.0990820885190904,0.0
149,140.98667584786455,100,-0.2384486205858949,0.1136458407837316,0.3520944613696265,-47.66991841497922,0.0
150,141.59715407961343,100,0.4590953827014007,0.5947095775439099,0.1356141948425091,70.47377551080629,0.0
151,141.90338375492095,100,0.3072187403218728,0.445079579511363,0.1378608391894902,55.14819622391934,0.0
152,142.51783137043438,100,0.0021623487386761,-0.1574177303098482,0.1595800790485243,-7126.587231412563,0.0
153,142.8260521783297,100,-0.1510197370084343,-0.0194178248221319,0.1316019121863023,12.861760308576471,0.0
154,143.444494986894,100,0.5413024475552257,0.5224213124677444,0.0188811350874813,96.50366462267412,0.0
155,143.7547198738985,100,0.386804363152844,0.3961901369668136,0.0093857738139696,97.5857227832256,0.0
156,144.37718385261425,100,0.0764839313531828,-0.0720136252072948,0.1484975565604776,-94.09872490541144,0.0
157,145.00234312651833,100,-0.2356100996196302,-0.2803067992198549,0.0446966996002247,81.00628124836375,0.0
158,145.31593714430144,100,-0.3923251945026123,-0.4321074682680847,0.0397822737654724,89.84705991929474,0.0
159,145.94516125941223,100,-0.7070975294489433,-0.1575599466952132,0.5495375827537301,22.284064869908264,0.0
160,146.26079429339285,100,0.1348428266471626,0.0932270215677269,0.0416158050794356,69.11430693996165,0.0
161,146.89410967966924,100,-0.1826294469311495,-0.1093904046632425,0.0732390422679069,59.91227244550339,0.0
162,147.5301673481849,100,0.4980862181826986,0.0577661366059145,0.440320081576784,11.59657140555669,0.0
163,147.84922824696326,100,0.3377614858961938,0.2147216259378495,0.1230398599583443,63.56352775169864,0.0
164,148.4894216190166,100,0.0157407804083411,-0.0787622845962424,0.0945030650045835,-498.9552696121039,0.0
165,149.13238705527675,100,-0.3081164314651992,-0.2537124760895503,0.0544039553756488,82.35493825259842,0.0
166,149.45491304644247,100,-0.4707368086300093,-0.4081642089907425,0.0625725996392667,86.71569296928541,0.0
167,150.1020591011606,100,0.2026327040476898,-0.3653575600921614,0.5679902641398513,-180.26602404081612,0.0
168,150.75200732549365,100,-0.1258590519745402,0.3382349327703668,0.464093984744907,-268.83500714414424,0.0
169,151.40476985295382,100,0.5437779286554344,0.4894125232954829,0.0543654053599514,89.9950292238005,0.0
170,151.73221028643886,100,0.3778915577696837,0.4963844078582752,0.1184928500885915,68.65887980983665,0.0
171,152.38921713391548,100,0.0447027903421563,-0.0181004436254745,0.0628032339676308,-40.45125694278839,0.0
172,153.04906884865406,100,0.709617546378163,0.1579426418625495,0.5516749045156135,22.25607291155113,0.0
173,153.71177774904942,100,0.3726256492897014,0.2888138681838323,0.083811781105869,77.49880718173722,0.0
174,154.37735620683551,100,0.0337168699161562,0.0389846126521943,0.0052677427360381,84.52365702009885,0.0
175,154.71122540055865,100,-0.1364595616805766,0.1714782741597708,0.3079378358403474,-125.70182133702492,0.0
176,155.38113150868017,100,-0.4782629598117612,-0.5243561386375276,0.0460931788257664,90.3525928532489,0.0
177,156.05393833840438,100,-0.8220090448737042,-0.3847611256688306,0.4372479192048735,46.809827675733686,0.0
178,156.72965844997773,100,-0.1677082321225899,-0.2486745570552015,0.0809663249326116,51.68449487116323,0.0
179,157.40830445803306,100,-0.5153709905876891,-0.3222044837398732,0.1931665068478158,62.52405169296485,0.0
180,158.08988903182495,100,0.1349921566582799,0.087530601038604,0.0474615556196758,64.82110693543432,0.0
181,158.7744248954669,100,-0.2166293677728794,0.2253118141258245,0.4419411818987039,-104.02802973394704,0.0
182,159.46192482816775,100,0.4297538041426028,0.4404437127277988,0.010689908585196,97.52246713979372,0.0
183,160.15240166447117,100,0.0741309855656325,0.1251500160260717,0.0510190304604392,31.271432307989116,0.0
184,160.84586829449486,100,-0.2835085654813736,-0.1132209032820885,0.170287662199285,39.94142837751117,0.0
185,161.54233766417124,100,0.3568243536083883,0.2530791690258092,0.1037451845825791,70.91726061814782,0.0
186,162.24182277548925,100,-0.0048811102524721,-0.2053763807085648,0.2004952704560927,-4043.106525709183,0.0
187,162.9443366867368,100,-0.3686358661252486,-0.0634449690150774,0.3051908971101711,17.212642612095134,0.0
188,163.6498925127451,100,0.2655491206732745,0.4764034248596762,0.2108543041864017,20.624245914740243,0.0
189,164.35850342513288,100,-0.1023371717113997,0.0023963650786461,0.1047335367900458,-2.3425605822439977,0.0
190,165.07018265255246,100,-0.4723058219557237,-0.5349453174585096,0.0626394955027859,86.72787881846013,0.0
191,166.14348366306865,100,-0.0311875935220537,0.0807021782030804,0.1118897717251341,-259.0953154046729,0.0
192,166.8628919299369,100,-0.4064109830984742,-0.4034088367127881,0.003002146385686,99.27101033303704,0.0
193,167.58541526483563,100,0.216244042491414,0.1942902944552186,0.0219537480361953,89.83125979888527,0.0
194,168.3110671561404,100,-0.1632338546801806,-0.2203993025283971,0.0571654478482165,64.94681876953338,0.0
195,169.0398611506319,100,-0.5448560709503077,-0.076848926608954,0.4680071443413537,14.105460929720426,0.0
196,170.13897336384352,100,0.8786649323116016,0.7562615943922167,0.1224033379193848,86.0655775588933,0.0
197,170.87568226903684,100,0.4916316733592815,0.3799004195605121,0.1117312537987693,77.26728233545683,0.0
198,171.61558115475174,100,0.1024137439084887,-0.0250020465765225,0.1274157904850112,-24.40357683941726,0.0
199,172.73144092853912,100,-0.4855349362994394,-0.4903748262459087,0.0048398899464693,98.99519743446176,0.0
200,173.47937532724268,100,0.1197343017070789,-0.2118054817264651,0.331539783433544,-176.8397856421575,0.0
201,174.2305483133265,100,-0.2772222140211126,-0.2666586021916676,0.0105636118294449,96.20268681522506,0.0
202,175.36341083617896,100,0.1231437324239116,0.1721446004633607,0.049000868039449,60.25130934198416,0.0
203,176.1227417751979,100,-0.2794292514059565,-0.2868018624692383,0.0073726110632818,97.34771423603708,0.0
204,177.2679075082491,100,0.1124557815447028,0.1735663518213473,0.0611105702766445,45.70945981834082,0.0
205,178.03548499789946,100,-0.2958088438492775,-0.0707766632358595,0.225032180613418,23.929499733024937,0.0
206,178.80638613033946,100,0.2936286086068089,0.2546095381601234,0.0390190704466854,86.70046982074388,0.0
207,179.9690011576966,100,0.673449378964618,0.1676816688720156,0.5057677100926024,24.89756467167148,0.0
208,180.74827449636948,100,0.2570883140531984,0.2653983763569988,0.0083100623038004,96.7823536265381,0.0
209,181.92351585461253,100,-0.3718466599221925,-0.0882540026903416,0.2835926572318509,23.736304382994412,0.0
210,183.10639873670416,100,-0.0060911597413721,0.0747438945260227,0.0808350542673948,-1234.4276598978918,0.0
211,183.8992571387512,100,-0.4318915155315079,-0.4643245274259254,0.0324330118944175,92.48149541000214,0.0
212,185.0949864664135,100,-0.0750797343278797,-0.4818574557129778,0.4067777213850981,-442.1007051342564,0.0
213,185.89645553690585,100,0.4931177478806663,0.4965630041786168,0.0034452562979505,99.3086160926379,0.0
214,187.10517082620257,100,-0.1591336459894277,0.1832900663680736,0.3424237123575013,-115.20561659325436,0.0
215,188.3217452898249,100,0.1831190764230399,0.0877555767009899,0.0953634997220499,47.91347051722085,0.0
216,189.13718636163543,100,-0.2584540395527398,-0.0979314388758488,0.160522600676891,37.89638039765417,0.0
217,190.36697317101596,100,0.0745411672433051,0.1030274935295944,0.0284863262862893,61.84899942331637,0.0
218,191.6047561636201,100,-0.5980773139231068,-0.4419617502072945,0.1561155637158122,73.90136981990031,0.0
219,192.85058733134213,100,-0.2763542853418096,-0.0150998518706973,0.2612544334711122,5.46462702712482,0.0
220,194.1045190041328,100,0.0396651054106369,0.0783001295812675,0.0386350241706306,2.7668268548236505,0.0
221,194.94499972916225,100,-0.4195131076021203,-0.3536991797275233,0.0658139278745969,84.31866754439382,0.0
222,196.2125494576605,100,-0.1131010538946034,-0.1934529622694584,0.080351908374855,28.904522673333275,0.0
223,197.48834090724125,100,0.1874852605764231,0.2775493578129858,0.0900640972365627,51.9885477089417,0.0
224,198.77242766630843,100,0.482199399827404,0.488969092967823,0.0067696931404189,98.60309552325516,0.0
225,200.0648636717017,100,-0.2290054296911741,-0.0280942054155775,0.2009112242755965,12.269697027788196,0.0
226,201.36570321096363,100,0.0538236182178188,-0.2100450262918316,0.2638686445096505,-390.0083159727045,0.0
227,202.6750009246188,100,0.3306390267922055,0.0020465647883895,0.328592462003816,0.6189112949903683,0.0
228,203.99281180846975,100,-0.3986070864163111,-0.1117664158391342,0.2868406705771769,28.04153149335853,0.0
229,205.31919121590596,100,-0.1339629722881428,0.2642062326290346,0.3981692049171774,-197.27089008285677,0.0
230,206.65419486023004,100,0.1245227470965704,0.1350487277539864,0.010525980657416,91.5748827911458,0.0
231,207.99787881699763,100,0.3768010756711691,-0.19202263057129,0.568823706242459,-50.95696288628816,0.0
232,209.3502995263719,100,-0.3771773594250353,-0.087674258543438,0.2895031008815972,23.246788307712116,0.0
233,211.1672158812657,100,-0.392300730022299,-0.6256270303668593,0.2333263003445603,40.51084583145231,0.0
234,212.5402439021428,100,-0.1610724237079406,-0.2329612267965568,0.0718888030886162,55.34062468316582,0.0
235,213.9221994733418,100,0.0637317849670746,0.066442655370084,0.0027108704030094,95.79712365564576,0.0
236,215.31314064258896,100,0.2820608574127615,0.4751075528396949,0.1930466954269334,31.576885821950988,0.0
237,217.18180750163876,100,0.2296715704373755,0.0952247942083519,0.1344467762290235,41.455777854128975,0.0
238,218.59394293222635,100,-0.5673086998982513,-0.5243233616900029,0.0429853382082483,92.42787948495229,0.0
239,220.01526019299263,100,-0.3709370836563379,-0.475668333441626,0.1047312497852881,71.75534382243295,0.0
240,221.92473596386665,100,0.5471256479590636,0.4559352786397544,0.0911903693193091,83.32827761351484,0.0
241,223.367710337197,100,-0.2722208754193477,-0.1752279590830485,0.0969929163362991,64.37679378941796,0.0
242,225.3062814640831,100,0.6246902170019218,0.4098692333877833,0.2148209836141385,65.60850668250944,0.0
243,226.77124294704265,100,-0.2106668675319012,-0.170088706303539,0.0405781612283621,80.74944191625075,0.0
244,228.73935276614571,100,-0.3353008031820763,-0.4847005403230858,0.1493997371410095,55.430572084472615,0.0
245,230.22663638408127,100,-0.1869661324800227,-0.2753716851954081,0.0884055527153854,52.693045561375826,0.0
246,232.22473498687637,100,0.6664544374297272,0.6202038745324812,0.046250562897246,93.05621905311057,0.0
247,233.73468087003403,100,0.7981778252187441,0.2329605600820696,0.5652172651366745,29.185511333457885,0.0
248,235.7632252061987,100,-0.3707547675201532,-0.412453675471308,0.0416989079511548,88.74452734130278,0.0
249,237.8093749405376,100,0.4473535542816737,-0.1028155254158414,0.5501690796975152,-22.981625128999585,0.0
250,239.35563264942465,100,-0.4476519013269035,-0.4477186078702542,6.670654335066972e-05,99.97890819479068,0.0
251,241.4329602891776,100,0.3474477806990911,0.5060090695016107,0.1585612888025196,54.375506540196575,0.0
252,243.52831670926517,100,0.129208544546934,-0.0356222922185795,0.1648308367655135,-27.56380122490129,0.0
253,245.64185837846676,100,-0.1025103865274049,0.0071269171073044,0.1096373036347093,-6.954216779044269,0.0
254,247.23904359136264,100,-0.0352311316868437,-0.5123162788102131,0.4770851471233694,-1255.265802250647,0.0
255,249.38479004066667,100,-0.2908826087785217,-0.050045488429373,0.2408371203491486,17.20627575827882,0.0
256,251.54915906574905,100,0.4395916208349533,0.5313338571575467,0.0917422363225933,79.13736987293088,0.0
257,253.7323122888413,100,0.1560453102304931,0.1949664793031405,0.0389211690726474,75.07869989404904,0.0
258,255.93441273486692,100,-0.1416692809789218,-0.036103792827321,0.1055654881516008,25.48922182394134,0.0
259,258.15562484361527,100,-0.4537014015520566,-0.3968762721751163,0.0568251293769402,87.48016704101083,0.0
260,260.396114482022,100,0.2197981763263958,0.378533916930971,0.1587357406045752,27.80109022471971,0.0
261,262.6560489565537,100,-0.1213228581546624,-0.3295751221814593,0.2082522640267969,-71.70784399680967,0.0
262,265.5085685828066,100,-0.8185189399899597,-0.4342573523401228,0.3842615876498368,53.05565730282132,0.0
263,267.81287319433056,100,-0.1931013129033501,0.0727556698915359,0.265856982794886,-37.682292013640634,0.0
264,270.1371764814941,100,0.4171898789949123,0.2810773893396187,0.1361124896552936,67.37000708012624,0.0
265,272.4816520094703,100,0.0121956126459207,0.1535296768608667,0.141334064214946,-1056.385483100304,0.0
266,275.44088048807805,100,-0.7657872826437195,-0.4146350810869367,0.3511522015567828,54.14664446976069,0.0
