T,P_max_optimal,error_minimum,relative_error_pct,inflection_point,error_at_200M,improvement_vs_200M_pct,S_ref,S_optimal,computation_time_sec
1000,2329951.810515372,0.003253693490141596,0.8478502126177989,8286427.728546842,0.14803209630652284,97.80203511851624,0.38375805557630066,0.38050436208615906,171.76752758026123
10000,10985411.419875573,0.14320176180389554,14.834208350269448,59636233.165946364,0.24263872229694594,40.98148867242943,-0.9653481899578041,-0.8221464281539086,163.59313654899597
100000,14563484.775012445,0.0003011830005079097,0.06820565402427864,79060432.10907702,0.041256221261422366,99.26996949478372,0.4415806941763214,0.4418818771768293,163.35920214653015
1000000,59636233.165946364,0.00025528289444332053,0.05195351640684611,159985871.96060574,0.009648844373302157,97.35426456716749,0.4913678844069176,0.49111260151247427,168.35402035713196
10000000,14563484.775012445,0.001039372812936007,0.505240988156663,51794746.79231212,0.04371369204928657,97.62231748404109,-0.2057182289837741,-0.20467885617083809,197.7115921974182
