P_max,n_primes,T,T_idx,S_approx,S_ref,error_S,rel_error_S,N_approx,N_ref,error_N,error_smooth,improvement,time_ms
9236,1144,100.0,0,0.08830177429611244,-0.0024099022718167,0.09071167656792914,3764.1226214350313,29.090645361621462,29,0.09064536162146197,0.002343587325349006,-3767.8038851384854,0.7979869842529297
9236,1144,124.1145468943691,1,0.11725508128354306,-0.0526081147436789,0.16986319602722197,322.88402056382716,40.16980976569822,40,0.16980976569821848,0.05255468441467315,-223.11061818650745,0.7967948913574219
9236,1144,294.5190769508315,2,-0.41396803650672687,-0.3476525069644657,0.06631552954226116,19.07523409547552,133.93366195422388,134,0.06633804577612068,0.34762999073060996,80.91705331962332,0.8497238159179688
9236,1144,867.4148668796988,3,0.055934518339548295,-0.0989633716843822,0.1548978900239305,156.52042506993075,543.1548902449434,543,0.15489024494343084,0.09895572660389007,-56.524791701485945,0.8344650268554688
9236,1144,7395.165672598326,4,0.07439392988129226,0.0441366995286279,0.03025723035266436,68.55345024844675,7146.030256333624,7146,0.030256333623583487,0.044137596257314726,31.44997419616108,0.8039474487304688
9236,1144,294187.83250721806,5,0.33525832780739745,0.1978798282030371,0.13737849960436035,69.42521673477572,456702.1373784771,456702,0.13737847708398476,0.19787985074799508,30.574802555850077,0.8356571197509766
9236,1144,1511531.4462892578,6,0.192280898527677,-0.0621446757586852,0.2544255742863622,409.4084829959134,2740249.2544255704,2740249,0.2544255703687668,0.06214467203244567,-309.40850124035,0.8697509765625
9236,1144,3139939.9798384504,7,-1.0665661664113215,0.9580448740462444,2.024611040457566,211.32737049223428,6057729.975388958,6057730,0.024611041881144047,1.0419551245868206,97.63799406515675,0.8561611175537109
9236,1144,4808843.628725745,8,-1.0003999992662371,0.853499704118016,1.8538997033842533,217.2115226800253,9603696.146100298,9603696,0.14610029757022858,1.1465002968907356,87.25684607614609,0.9324550628662109
14523,1700,100.0,0,0.07323801663223536,-0.0024099022718167,0.07564791890405206,3139.045088621998,29.075581603957584,29,0.07558160395758406,0.002343587325349006,-3125.038945213125,1.2173652648925781
14523,1700,124.1145468943691,1,0.07669884254286174,-0.0526081147436789,0.12930695728654065,245.79279815777366,40.129253526957534,40,0.1292535269575339,0.05255468441467315,-145.94102009572072,1.3628005981445312
14523,1700,294.5190769508315,2,-0.41706590268124594,-0.3476525069644657,0.06941339571678024,19.966315308025415,133.93056408804935,134,0.06943591195064869,0.34762999073060996,80.02591439112717,1.2254714965820312
14523,1700,867.4148668796988,3,0.08274013301378813,-0.0989633716843822,0.18170350469817032,183.60682503589928,543.1816958596177,543,0.18169585961766188,0.09895572660389007,-83.6132842973023,1.2311935424804688
14523,1700,7395.165672598326,4,0.09141914915491577,0.0441366995286279,0.047282449626287866,107.1272889256696,7146.047281552897,7146,0.047281552897402435,0.044137596257314726,-7.123080789807792,1.2657642364501953
14523,1700,294187.83250721806,5,0.3170340864217855,0.1978798282030371,0.1191542582187484,60.215464760000025,456702.1191542357,456702,0.1191542356973514,0.19787985074799508,39.784553481851326,1.168966293334961
14523,1700,1511531.4462892578,6,0.1802169406046323,-0.0621446757586852,0.24236161636331752,389.99578548681313,2740249.2423616126,2740249,0.2423616126179695,0.06214467203244567,-289.99580284442203,1.149892807006836
14523,1700,3139939.9798384504,7,-1.0708545171422719,0.9580448740462444,2.0288993911885163,211.77498530101025,6057729.971100608,6057730,0.02889939211308956,1.0419551245868206,97.22642641404067,1.377105712890625
14523,1700,4808843.628725745,8,-0.9334366047600191,0.853499704118016,1.786936308878035,209.36577953762824,9603696.213063693,9603696,0.2130636926740408,1.1465002968907356,81.41616768422466,1.224517822265625
22836,2550,100.0,0,0.10031458214510666,-0.0024099022718167,0.10272448441692336,4262.599592450889,29.102658169470455,29,0.10265816947045536,0.002343587325349006,-4280.385930580485,1.739501953125
22836,2550,124.1145468943691,1,0.10699778704787372,-0.0526081147436789,0.15960590179155262,303.3864691202035,40.15955247146255,40,0.15955247146254692,0.05255468441467315,-203.5932443312327,1.7311573028564453
22836,2550,294.5190769508315,2,-0.41788307611327385,-0.3476525069644657,0.07023056914880815,20.201369971995216,133.92974691461734,134,0.07025308538266017,0.34762999073060996,79.79084450250967,1.7306804656982422
22836,2550,867.4148668796988,3,-0.01854226465603577,-0.0989633716843822,0.08042110702834643,81.26350755795642,543.0804134619478,543,0.08041346194784182,0.09895572660389007,18.737939978219842,1.979827880859375
22836,2550,7395.165672598326,4,0.06969213353844575,0.0441366995286279,0.02555543400981785,57.90064568204089,7146.025554537281,7146,0.02555453728109569,0.044137596257314726,42.102562332309496,1.8451213836669922
22836,2550,294187.83250721806,5,0.31049103546164253,0.1978798282030371,0.11261120725860543,56.90888671232284,456702.1126111847,456702,0.11261118471156806,0.19787985074799508,43.09113116575916,1.9099712371826172
22836,2550,1511531.4462892578,6,0.24037503674497845,-0.0621446757586852,0.30251971250366366,486.7990842504061,2740249.302519709,2740249,0.30251970887184143,0.06214467203244567,-386.7991075950907,1.638650894165039
22836,2550,3139939.9798384504,7,-1.0778853076924626,0.9580448740462444,2.035930181738707,212.5088539057758,6057729.964069817,6057730,0.03593018278479576,1.0419551245868206,96.55165736633393,1.9092559814453125
22836,2550,4808843.628725745,8,-0.9414018172516756,0.853499704118016,1.7949015213696917,210.2990209263746,9603696.20509848,9603696,0.2050984799861908,1.1465002968907356,82.11090912558767,1.8656253814697266
35906,3814,100.0,0,0.13302794049835423,-0.0024099022718167,0.13543784277017093,5620.055400340836,29.135371527823704,29,0.13537152782370399,0.002343587325349006,-5676.25277110357,2.8853416442871094
35906,3814,124.1145468943691,1,0.07644319956144767,-0.0526081147436789,0.12905131430512656,245.30685985213458,40.12899788397612,40,0.128997883976119,0.05255468441467315,-145.4545877552698,2.931833267211914
35906,3814,294.5190769508315,2,-0.37095037295905864,-0.3476525069644657,0.023297865994592937,6.701480797023063,133.97667961777154,134,0.023320382228462222,0.34762999073060996,93.2916080745939,2.574920654296875
35906,3814,867.4148668796988,3,0.02688307356213544,-0.0989633716843822,0.12584644524651764,127.16467022553756,543.125838800166,543,0.1258388001659796,0.09895572660389007,-27.166768902319106,2.7396678924560547
35906,3814,7395.165672598326,4,0.15152046042491046,0.0441366995286279,0.10738376089628257,243.29812161562154,7146.107382864167,7146,0.10738286416744813,0.044137596257314726,-143.29114694290143,2.604961395263672
35906,3814,294187.83250721806,5,0.37660851553709335,0.1978798282030371,0.17872868733405625,90.32183267850294,456702.1787286648,456702,0.17872866481775418,0.19787985074799508,9.678188990869216,2.695798873901367
35906,3814,1511531.4462892578,6,0.29100091713130594,-0.0621446757586852,0.35314559288999114,568.2636341386595,2740249.353145589,2740249,0.35314558912068605,0.06214467203244567,-468.2636621467872,2.6869773864746094
35906,3814,3139939.9798384504,7,-1.0913623901951037,0.9580448740462444,2.0494072642413483,213.91558159335494,6057729.950592735,6057730,0.04940726514905691,1.0419551245868206,95.25821563873502,6.85572624206543
35906,3814,4808843.628725745,8,-0.9944594213140494,0.853499704118016,1.8479591254320655,216.5154969024503,9603696.152040876,9603696,0.15204087644815445,1.1465002968907356,86.73869715860664,4.942655563354492
56457,5723,100.0,0,0.09447191004508447,-0.0024099022718167,0.09688181231690117,4020.155234090344,29.096815497370432,29,0.09681549737043227,0.002343587325349006,-4031.081283946377,7.905721664428711
56457,5723,124.1145468943691,1,0.09140954117330395,-0.0526081147436789,0.14401765591698285,273.75559192469865,40.14396422558798,40,0.14396422558797894,0.05255468441467315,-173.93224256101604,9.940862655639648
56457,5723,294.5190769508315,2,-0.30986536532824716,-0.3476525069644657,0.037787141636218546,10.869227426592627,134.03776462540236,134,0.03776462540236025,0.34762999073060996,89.13654563491752,11.980533599853516
56457,5723,867.4148668796988,3,0.004454643538563639,-0.0989633716843822,0.10341801522294583,104.50130534433544,543.1034103701425,543,0.10341037014245558,0.09895572660389007,-4.501653104319066,7.11822509765625
56457,5723,7395.165672598326,4,0.0873113982357834,0.0441366995286279,0.043174698707155505,97.82040607533777,7146.043173801979,7146,0.043173801978809934,0.044137596257314726,2.183612974494657,4.178285598754883
56457,5723,294187.83250721806,5,0.39200074093384013,0.1978798282030371,0.19412091273080304,98.10040492435785,456702.19412089017,456702,0.1941208901698701,0.19787985074799508,1.899617653801498,6.074428558349609
56457,5723,1511531.4462892578,6,0.2837355090945616,-0.0621446757586852,0.3458801848532468,556.572515071667,2740249.345880181,2740249,0.3458801810629666,0.06214467203244567,-456.57254234503466,5.030155181884766
56457,5723,3139939.9798384504,7,-1.0934820117990514,0.9580448740462444,2.0515268858452957,214.13682609466886,6057729.948473113,6057730,0.051526887342333794,1.0419551245868206,95.05478824121467,6.065845489501953
56457,5723,4808843.628725745,8,-1.000399172826757,0.853499704118016,1.8538988769447728,217.21142585052715,9603696.146101125,9603696,0.14610112458467484,1.1465002968907356,87.25677394232733,10.211944580078125
88771,8595,100.0,0,0.04431500024033717,-0.0024099022718167,0.04672490251215387,1938.871258747368,29.046658587565688,29,0.046658587565687526,0.002343587325349006,-1890.904587211793,14.26386833190918
88771,8595,124.1145468943691,1,0.1080693979694669,-0.0526081147436789,0.1606775127131458,305.42343799242855,40.16062408238414,40,0.16062408238413894,0.05255468441467315,-205.63228411146747,7.262706756591797
88771,8595,294.5190769508315,2,-0.3209214483885565,-0.3476525069644657,0.026731058575909183,7.6890164864082,134.02670854234205,134,0.026708542342049668,0.34762999073060996,92.3169625595546,7.0323944091796875
88771,8595,867.4148668796988,3,-0.01754792908528512,-0.0989633716843822,0.08141544259909708,82.26825866316516,543.0814077975186,543,0.08140779751863647,0.09895572660389007,17.73311124832241,16.920804977416992
88771,8595,7395.165672598326,4,0.05234750640578409,0.0441366995286279,0.008210806877156189,18.603128382607096,7146.008209910148,7146,0.008209910148252675,0.044137596257314726,81.39928123772239,6.481409072875977
88771,8595,294187.83250721806,5,0.3768920242717907,0.1978798282030371,0.1790121960687536,90.46510586469475,456702.1790121735,456702,0.17901217349572107,0.19787985074799508,9.534915849670043,6.57963752746582
